id_venda,data,valor_venda,estado_cliente
1082,2024-12-28,2900.14,ba
1083,2024-09-05,125.72,am
1084,24-08-2024,2203.21,SC
1085,12-06-2024,2927.32,AM
1086,2024-06-28,3547.49,RJ
1087,18/07/2024,4565.95,SP
1088,10-04-2024,,AM
1089,2024-10-08,1788.53,RJ
1090,2024-06-07,1843.6,pr
1091,06/10/2024,2037.98,BA
1092,26/08/2024,460.29,am
1093,16/06/2024,4024.52,RS
1094,2024-11-18,2046.79,AM
1095,2024-01-24,613.68,SP
1096,05/10/2024,3778.21,RJ
1097,07/10/2024,3979.88,SC
1098,08/07/2024,3182.08,AM
1099,19/08/2024,2077.69,SC
1100,2024-11-11,2356.49,SP
1101,13/09/2024,4117.2,AM
1102,2024-03-07,2390.2,PR
1103,2024-07-25,822.68,rs
1104,10/07/2024,3916.92,rj
1105,11/11/2024,546.26,PR
1106,09-09-2024,1587.76,ba
1107,26/06/2024,1490.0,AM
1108,07/01/2024,4407.75,AM
1109,2024-10-03,2652.67,SC
1110,07-06-2024,90.28,SC
1111,2024-01-26,354.38,BA
1112,19-04-2024,3807.63,sp
1113,20-02-2024,4864.94,MG
1114,08/12/2024,3724.3,AM
1115,16-05-2024,3924.01,SC
1116,2024-09-10,1069.96,SP
1117,05/10/2024,,RS
1118,28-08-2024,3933.27,RJ
1119,2024-11-08,2916.79,PR
1120,2024-04-27,3281.98,PR
1121,30/10/2024,3314.94,rs
1122,03-10-2024,1400.11,mg
1123,29/04/2024,263.04,PR
1124,2024-02-11,1154.46,AM
1125,2024-09-01,4851.58,PR
1126,24-07-2024,,ba
1127,24/04/2024,,am
1128,29/08/2024,,SP
1129,24-10-2024,178.47,AM
1130,28-04-2024,832.68,BA
1131,31-05-2024,2392.45,AM
1132,2024-12-27,669.47,PR
1133,2024-10-30,,BA
1134,30-06-2024,677.21,BA
1135,2024-05-14,2256.75,BA
1136,14/06/2024,1698.82,ba
1137,05-03-2024,1472.93,MG
1138,01-10-2024,3844.91,RJ
1139,2024-11-19,604.97,MG
1140,23/11/2024,1296.81,mg
1141,07-04-2024,3386.58,mg
1142,29/02/2024,68.03,PR
1143,2024-11-15,4956.67,PR
1144,11-10-2024,3399.2,PR
1145,2024-06-24,4629.6,sp
1146,07/09/2024,3296.3,rs
1147,2024-11-16,4556.22,SC
1148,2024-10-05,,ba
1149,2024-12-19,3359.92,SC
1150,2024-02-18,3649.89,MG
1151,31-03-2024,625.25,SP
1152,2024-08-18,4487.95,rs
1153,16/12/2024,3986.81,MG
1154,2024-03-07,1365.68,pr
1155,24/02/2024,676.88,RS
1156,14-11-2024,176.29,rj
1157,01/08/2024,1614.03,RS
1158,15/01/2024,3585.78,MG
1159,25-07-2024,4317.29,am
1160,2024-05-23,2011.11,MG
1161,10/02/2024,4576.53,AM
1162,13/10/2024,4661.58,rs
1163,2024-10-08,2573.95,PR
1164,26/09/2024,312.46,RJ
1165,17/10/2024,2824.13,MG
1166,07-04-2024,1278.77,PR
1167,09-03-2024,1996.35,BA
1168,12-12-2024,3605.37,sp
1169,2024-11-21,302.63,RJ
1170,16-06-2024,689.11,AM
1171,12-02-2024,1472.99,RJ
1172,07-10-2024,1287.29,SC
1173,23-07-2024,2928.77,SP
1174,2024-11-08,1549.12,SP
1175,15-06-2024,453.42,AM
1176,21/04/2024,2852.83,AM
1177,2024-10-19,769.06,ba
1178,14-04-2024,547.88,PR
1179,10-08-2024,2718.22,sp
1180,22/02/2024,3239.5,SC
1181,18-10-2024,3971.11,SP
1182,2024-01-24,4691.65,SC
1183,26-01-2024,707.23,RJ
1184,02-07-2024,1873.82,mg
1185,02-12-2024,2083.97,mg
1186,08-03-2024,,SP
1187,25-03-2024,796.91,am
1188,19-12-2024,232.18,ba
1189,2024-03-02,3522.71,BA
1190,2024-11-28,2113.17,MG
1191,02/04/2024,1628.67,SC
1192,2024-11-16,1772.19,SP
1193,12-10-2024,328.81,RS
1194,22-11-2024,693.56,ba
1195,20-09-2024,688.44,MG
1196,2024-12-13,2484.17,pr
1197,18/05/2024,1121.03,RS
1198,20-09-2024,198.72,RS
1199,10/12/2024,2637.46,MG
1200,14-05-2024,2828.03,PR
1201,2024-04-27,3859.45,SC
1202,2024-02-13,2133.26,PR
1203,20/12/2024,2851.11,BA
1204,26/05/2024,1183.78,SC
1205,15/03/2024,3048.36,mg
1206,2024-10-22,2986.36,RJ
1207,2024-08-10,890.7,RJ
1208,25-11-2024,4986.98,PR
1209,11-04-2024,1859.06,pr
1210,14-09-2024,1032.97,PR
1211,30-01-2024,2255.22,BA
1212,2024-02-23,2269.67,am
1213,21/06/2024,4279.56,SP
1214,09/02/2024,3480.56,RJ
1215,15-09-2024,2359.85,BA
1216,2024-03-03,2810.5,SC
1217,26-06-2024,3211.82,PR
1218,2024-02-01,3039.96,mg
1219,02-02-2024,4593.13,pr
1220,24/01/2024,3202.05,PR
1221,18/03/2024,2935.63,pr
1222,2024-01-04,800.37,MG
1223,2024-11-04,4368.84,RS
1224,2024-01-05,2665.58,PR
1225,2024-09-24,719.02,mg
1226,02/10/2024,,RJ
1227,29/04/2024,4716.05,RJ
1228,10-12-2024,2997.88,AM
1229,06-01-2024,1072.62,MG
1230,2024-05-10,2738.4,BA
1231,30-08-2024,4148.45,SP
1232,19-08-2024,2945.27,sp
1233,2024-11-18,4541.87,rs
1234,18-10-2024,4779.63,SC
1235,2024-04-03,1488.78,RS
1236,21/04/2024,4792.86,rj
1237,2024-04-16,62.16,PR
1238,22-03-2024,821.01,RJ
1239,25-07-2024,2274.69,PR
1240,24/09/2024,4626.67,PR
1241,29/08/2024,498.3,RJ
1242,2024-07-20,1739.05,SC
1243,2024-05-31,4405.14,AM
1244,07/10/2024,1687.08,rs
1245,07-12-2024,4151.64,MG
1246,13-12-2024,2774.34,RS
1247,2024-12-26,1766.13,SP
1248,2024-12-21,,MG
1249,09-01-2024,2820.7,BA
1250,2024-12-13,3743.69,SC
1251,30/11/2024,,RJ
1252,2024-03-28,991.99,rs
1253,18/11/2024,1690.97,PR
1254,10-12-2024,2477.92,SP
1255,28/07/2024,1024.15,MG
1256,09-01-2024,1449.54,SP
1257,10/04/2024,,sp
1258,02/05/2024,4637.23,rs
1259,02/06/2024,3036.24,SP
1260,13/06/2024,3119.23,BA
1261,2024-04-12,1519.37,sp
1262,13-04-2024,918.57,RJ
1263,22/11/2024,3836.16,rs
1264,19/01/2024,4079.3,RJ
1265,2024-06-25,,AM
1266,2024-12-12,1886.01,BA
1267,07/10/2024,4104.56,PR
1268,17/05/2024,4567.66,PR
1269,22-08-2024,3438.9,SP
1270,2024-07-13,2561.35,RS
1271,17/04/2024,1707.78,RJ
1272,28/08/2024,948.14,MG
1273,14/07/2024,3855.14,MG
1274,02/06/2024,4160.39,RJ
1275,30/08/2024,4739.96,SP
1276,29/07/2024,4021.02,SP
1277,02/04/2024,3776.3,rs
1278,06/03/2024,2540.46,PR
1279,2024-09-28,409.72,pr
1280,21-06-2024,1106.97,RS
1281,2024-01-05,1446.45,RJ
1282,2024-06-27,535.32,MG
1283,2024-10-06,3467.22,SP
1284,2024-12-15,2016.04,AM
1285,15-02-2024,3972.55,MG
1286,15-10-2024,2076.06,PR
1287,20/09/2024,63.5,BA
1288,14/07/2024,1061.49,BA
1289,07-03-2024,3484.44,PR
1290,07-08-2024,1849.14,rj
1291,02-09-2024,2090.9,RJ
1292,07/06/2024,1870.09,RJ
1293,06/03/2024,2464.91,RJ
1294,09-08-2024,3454.65,SC
1295,2024-05-25,3306.5,RJ
1296,2024-11-21,4824.14,pr
1297,08-07-2024,1436.23,SC
1298,2024-08-22,4364.92,rs
1299,2024-06-22,1870.68,BA
1300,16/08/2024,945.92,sp
1301,08-10-2024,2042.69,SP
1302,22-02-2024,2875.94,SP
1303,2024-02-19,2341.54,am
1304,18-11-2024,961.9,RJ
1305,30/07/2024,2811.24,sp
1306,2024-04-17,1225.14,RS
1307,15/05/2024,3572.34,SP
1308,2024-06-06,1968.5,SC
1309,21/04/2024,2406.19,MG
1310,30/12/2024,3829.53,rj
1311,19/04/2024,811.69,AM
1312,25/06/2024,2294.04,AM
1313,07-08-2024,3010.72,AM
1314,21-08-2024,1077.12,RJ
1315,10/09/2024,227.7,SP
1316,04/09/2024,4572.67,PR
1317,01-11-2024,3623.19,AM
1318,2024-08-28,3333.27,SC
1319,11/10/2024,3722.31,rj
1320,12-12-2024,4206.72,rs
1321,15/02/2024,4263.91,SP
1322,19-11-2024,164.8,BA
1323,21-05-2024,3477.2,MG
1324,02/01/2024,1258.46,SP
1325,27-03-2024,2870.39,PR
1326,2024-04-29,3991.09,mg
1327,15/09/2024,3225.34,AM
1328,10/10/2024,1631.68,RS
1329,2024-09-02,3933.95,AM
1330,02/12/2024,4191.11,SC
1331,15/07/2024,4420.81,rs
1332,2024-08-22,2410.13,RJ
1333,28/12/2024,247.82,sp
1334,21/03/2024,1189.5,RS
1335,21-01-2024,1600.62,BA
1336,14/02/2024,3396.27,AM
1337,2024-08-02,4108.71,BA
1338,2024-01-20,2126.3,RS
1339,2024-11-11,602.31,SC
1340,2024-04-23,3389.22,RJ
1341,22/11/2024,56.46,RJ
1342,2024-08-06,4750.83,rj
1343,13/07/2024,3759.45,mg
1344,27-09-2024,3379.71,MG
1345,2024-11-08,2882.18,MG
1346,2024-02-09,4037.21,MG
1347,14/10/2024,4548.9,rj
1348,10-01-2024,4755.25,BA
1349,2024-10-17,3101.95,rj
1350,2024-09-27,156.96,sc
1351,10/01/2024,964.73,rs
1352,25-04-2024,1656.21,sc
1353,03/07/2024,4106.44,PR
1354,16/03/2024,1819.44,BA
1355,29-03-2024,4669.51,MG
1356,10-11-2024,326.95,MG
1357,29-10-2024,419.71,BA
1358,2024-08-28,2485.26,sp
1359,29-04-2024,4242.81,BA
1360,2024-06-09,1526.3,RS
1361,2024-10-15,4636.86,MG
1362,23/09/2024,2369.31,am
1363,2024-05-19,1846.35,PR
1364,26/04/2024,,BA
1365,21-10-2024,2391.8,PR
1366,2024-08-23,846.29,ba
1367,08/04/2024,1524.34,rj
1368,23/02/2024,1686.3,SP
1369,09/08/2024,4634.29,AM
1370,2024-10-18,4293.49,SP
1371,2024-10-05,3658.82,mg
1372,27-01-2024,1083.82,sc
1373,04-08-2024,2494.97,ba
1374,2024-06-20,1417.47,rs
1375,25-04-2024,4589.75,rj
1376,23/01/2024,1198.33,RJ
1377,06-02-2024,4149.71,ba
1378,19/11/2024,2460.44,SP
1379,02/01/2024,789.24,BA
1380,12/06/2024,2152.16,SP
1381,2024-06-21,4122.55,rj
1382,21-11-2024,,SP
1383,20/08/2024,1880.06,MG
1384,31/08/2024,1481.1,AM
1385,10/02/2024,3354.87,RS
1386,14/05/2024,2325.52,AM
1387,30-03-2024,4624.92,BA
1388,15/07/2024,,PR
1389,2024-05-23,1168.21,MG
1390,26-08-2024,992.49,BA
1391,2024-12-03,3229.03,AM
1392,2024-02-20,492.0,sp
1393,06-07-2024,1234.13,RJ
1394,03-01-2024,4668.69,sc
1395,01/04/2024,1616.7,mg
1396,27/09/2024,2120.73,mg
1397,30-06-2024,471.51,RJ
1398,2024-10-18,1161.51,MG
1399,10-11-2024,2445.64,BA
1400,22/05/2024,4193.63,RS
1401,2024-07-03,3488.93,sp
1402,2024-08-21,2932.04,SP
1403,19-02-2024,4597.32,RS
1404,28/02/2024,1793.3,BA
1405,14-11-2024,2424.47,MG
1406,24/03/2024,4377.06,RS
1407,2024-03-09,3416.46,RS
1408,2024-11-12,2410.78,AM
1409,18-10-2024,1939.69,mg
1410,2024-09-27,2369.47,BA
1411,30-05-2024,,SC
1412,28/06/2024,1254.77,sc
1413,03/01/2024,1311.89,BA
1414,24-11-2024,3716.99,BA
1415,2024-09-16,1710.74,RS
1416,24/04/2024,,mg
1417,11-01-2024,1499.02,MG
1418,18/01/2024,3696.68,RS
1419,01-06-2024,1293.69,sp
1420,29-11-2024,1188.72,ba
1421,25-12-2024,2571.03,rj
1422,27/10/2024,3668.91,sp
1423,27-10-2024,1046.73,RJ
1424,27-03-2024,3923.39,AM
1425,07/11/2024,1933.28,MG
1426,09/04/2024,863.11,SP
1427,2024-06-07,4331.23,AM
1428,2024-12-12,2186.81,PR
1429,14/04/2024,4187.0,PR
1430,2024-01-09,78.66,PR
1431,2024-12-06,1431.44,BA
1432,10-01-2024,2307.62,sc
1433,27/11/2024,2587.71,rj
1434,2024-09-17,298.92,PR
1435,07-12-2024,2924.87,AM
1436,04-06-2024,3189.98,rj
1437,25/11/2024,4273.95,SP
1438,29/03/2024,4806.97,PR
1439,26-04-2024,1450.15,AM
1440,23/09/2024,1953.02,sc
1441,29-01-2024,3496.91,sc
1442,23-09-2024,,AM
1443,24-11-2024,1590.68,mg
1444,29/03/2024,2980.27,BA
1445,04/08/2024,1863.77,SP
1446,07-06-2024,2210.38,sc
1447,16/11/2024,4578.4,SP
1448,2024-07-23,,am
1449,06-12-2024,1892.76,RS
1450,14/02/2024,1065.87,rj
1451,18/09/2024,275.63,SP
1452,01/12/2024,1604.02,RJ
1453,20-03-2024,1015.3,MG
1454,22-03-2024,4544.16,RS
1455,02-12-2024,3855.26,MG
1456,14-02-2024,1424.96,rj
1457,10-12-2024,1875.91,PR
1458,2024-03-13,639.07,rj
1459,24-05-2024,824.41,mg
1460,25/02/2024,3889.1,AM
1461,2024-11-18,3154.26,AM
1462,05-05-2024,4706.38,MG
1463,2024-05-18,3373.84,rs
1464,2024-07-10,1988.74,SC
1465,20-05-2024,1134.13,AM
1466,11/10/2024,2096.5,rs
1467,18/08/2024,4207.69,sp
1468,2024-12-12,1293.94,MG
1469,2024-03-06,3665.66,rs
1470,25-04-2024,1833.41,RS
1471,2024-01-13,614.16,SP
1472,05-08-2024,1007.8,sp
1473,2024-09-11,4352.03,RS
1474,30/06/2024,3115.44,SP
1475,02-03-2024,2126.23,sp
1476,19/01/2024,647.09,RS
1477,2024-08-12,788.24,RS
1478,28/10/2024,795.48,SP
1479,2024-10-18,1307.75,AM
1480,19-07-2024,2331.34,SC
1481,18-06-2024,963.72,sp
1482,25/01/2024,3711.81,SC
1483,25/03/2024,4413.56,RJ
1484,2024-03-15,2158.14,RS
1485,27-02-2024,619.05,PR
1486,03-02-2024,2294.54,RJ
1487,24-01-2024,2822.9,SP
1488,2024-02-26,4409.09,RS
1489,16-10-2024,1108.68,pr
1490,2024-01-19,4856.49,rs
1491,08-12-2024,4107.53,RJ
1492,06-01-2024,1504.72,PR
1493,27-05-2024,2599.45,PR
1494,21/12/2024,3114.54,RJ
1495,06-11-2024,1111.99,RJ
1496,16/08/2024,,ba
1497,28/10/2024,,AM
1498,14-05-2024,1126.95,AM
1499,25-08-2024,4113.16,PR
1500,18-12-2024,4259.55,PR
1501,2024-03-17,1247.18,RJ
1502,2024-10-26,3420.43,RJ
1503,25-01-2024,3994.46,rj
1504,19/07/2024,3443.96,RS
1505,12-08-2024,713.26,am
1506,16-04-2024,2039.35,SC
1507,2024-08-14,,mg
1508,2024-03-30,3513.07,RJ
1509,2024-10-06,4081.41,BA
1510,05/05/2024,337.87,sc
1511,15-03-2024,3681.68,mg
1512,28/04/2024,2910.31,AM
1513,23-10-2024,,PR
1514,26-01-2024,2790.79,rs
1515,17/04/2024,4017.94,RS
1516,30-07-2024,4712.71,ba
1517,03/04/2024,1967.76,BA
1518,03/01/2024,3682.48,rs
1519,2024-10-12,4405.83,SP
1520,13-02-2024,2062.71,sp
1521,20-06-2024,4322.8,sp
1522,2024-07-24,4302.65,rs
1523,2024-03-14,833.75,SP
1524,05/09/2024,1853.79,am
1525,29-03-2024,2438.96,RS
1526,10-05-2024,4353.5,SP
1527,16/01/2024,1282.43,PR
1528,10/07/2024,3953.96,PR
1529,2024-01-08,1443.28,pr
1530,07-10-2024,4206.03,RS
1531,11/02/2024,1077.64,mg
1532,2024-05-17,2032.95,mg
1533,10/01/2024,4115.31,RJ
1534,25/02/2024,4697.26,SC
1535,02-07-2024,2070.26,pr
1536,2024-12-12,,ba
1537,27/03/2024,3466.84,MG
1538,18/08/2024,2868.46,AM
1539,2024-11-11,4861.64,rs
1540,21-01-2024,4005.95,SP
1541,2024-07-10,1366.44,ba
1542,19/05/2024,4513.88,BA
1543,2024-10-11,487.0,RJ
1544,17/02/2024,1361.56,sp
1545,2024-09-21,4865.64,AM
1546,2024-08-05,4236.38,am
1547,11/09/2024,278.59,pr
1548,09/07/2024,4483.68,pr
1549,22/01/2024,3541.97,MG
1550,2024-12-06,3629.56,rs
1551,23/11/2024,4450.98,ba
1552,09-10-2024,320.96,pr
1553,03-11-2024,789.21,AM
1554,09/03/2024,4976.53,MG
1555,19-08-2024,3368.2,sp
1556,30-11-2024,4344.92,RS
1557,06-05-2024,4244.3,RJ
1558,2024-02-23,4870.97,AM
1559,11/08/2024,1643.74,MG
1560,05/12/2024,3727.97,am
1561,22-10-2024,4721.8,RJ
1562,13/01/2024,849.89,mg
1563,29/01/2024,2941.51,RS
1564,2024-03-23,4339.06,RS
1565,02/03/2024,1422.74,am
1566,20/02/2024,1026.31,sp
1567,26-01-2024,1730.23,ba
1568,2024-04-15,1180.32,AM
1569,17/07/2024,383.99,rs
1570,08/08/2024,4011.44,RS
1571,2024-02-23,651.05,PR
1572,14-11-2024,1257.83,SC
1573,09/10/2024,4227.12,rj
1574,2024-04-13,1352.68,am
1575,2024-06-26,1917.92,PR
1576,2024-06-25,583.3,BA
1577,17-10-2024,2765.14,AM
1578,22-11-2024,3622.62,PR
1579,01/03/2024,4553.46,SC
1580,25/03/2024,201.12,ba
1581,23/04/2024,3418.95,SC
1582,2024-03-08,4579.44,SP
1583,2024-01-08,4082.56,sc
1584,18/05/2024,4795.31,sp
1585,01-08-2024,,sp
1586,11-07-2024,894.6,PR
1587,04/01/2024,4917.21,am
1588,11/07/2024,92.77,SC
1589,23/07/2024,3252.37,SC
1590,24/05/2024,3308.32,BA
1591,17-02-2024,472.18,MG
1592,2024-07-31,1836.6,SP
1593,2024-04-11,3147.05,MG
1594,2024-12-02,831.1,MG
1595,28-10-2024,1777.46,RS
1596,2024-11-02,341.43,SP
1597,2024-02-27,494.73,sc
1598,24/10/2024,2482.65,sc
1599,07/06/2024,,MG
1600,2024-01-24,997.52,BA
1601,2024-01-29,2747.3,ba
1602,08-01-2024,1293.4,RS
1603,2024-11-03,2745.94,RJ
1604,11-07-2024,2399.96,BA
1605,28-08-2024,4778.98,rj
1606,2024-01-05,660.12,SC
1607,2024-04-04,2258.67,RS
1608,24/01/2024,4224.81,RS
1609,2024-06-12,3336.47,RJ
1610,2024-04-09,4565.88,BA
1611,24/10/2024,2419.11,RS
1612,05/07/2024,653.74,MG
1613,16/01/2024,1298.9,SP
1614,26-03-2024,3768.01,BA
1615,21-04-2024,100.75,PR
1616,04-11-2024,2877.96,RJ
1617,2024-02-03,4278.56,SP
1618,26/10/2024,4436.3,BA
1619,18-09-2024,3672.46,rs
1620,2024-04-08,3085.16,RJ
1621,01/05/2024,4581.79,rs
1622,2024-03-14,,AM
1623,2024-08-05,2561.54,mg
1624,23/06/2024,3622.07,SC
1625,04-03-2024,2747.18,SP
1626,17/05/2024,1793.75,sp
1627,23-12-2024,143.07,SP
1628,2024-01-26,4833.13,MG
1629,11/02/2024,4817.1,BA
1630,24-08-2024,4733.58,MG
1631,26/02/2024,4385.57,SP
1632,2024-10-02,3709.29,pr
1633,27/04/2024,2360.34,am
1634,23-06-2024,3550.77,SC
1635,11/10/2024,290.25,am
1636,29-02-2024,965.65,AM
1637,04-06-2024,3037.06,BA
1638,2024-04-22,4557.1,RS
1639,24-02-2024,2023.84,RJ
1640,13-02-2024,4277.86,SC
1641,29/02/2024,364.09,pr
1642,2024-11-06,1976.8,AM
1643,21/11/2024,3875.2,SC
1644,08-01-2024,1972.17,mg
1645,2024-09-16,81.62,SC
1646,03/12/2024,3464.05,BA
1647,25-01-2024,3101.3,RS
1648,09-10-2024,2845.63,PR
1649,2024-05-20,4542.03,rj
1650,2024-11-15,2791.34,BA
1651,24-03-2024,4843.47,rj
1652,05/05/2024,811.82,PR
1653,2024-12-15,3288.44,BA
1654,2024-01-27,2843.27,RJ
1655,2024-06-07,3598.72,BA
1656,19/12/2024,3419.51,am
1657,2024-03-19,586.29,SP
1658,18/10/2024,600.55,SP
1659,2024-03-14,4852.92,AM
1660,09/01/2024,731.01,MG
1661,24/02/2024,1123.01,PR
1662,21/06/2024,4714.88,MG
1663,24-07-2024,,rs
1664,05/06/2024,2890.78,PR
1665,15/01/2024,794.85,RS
1666,2024-01-20,3675.35,RS
1667,18/08/2024,2713.28,BA
1668,05-12-2024,,sc
1669,13/09/2024,574.56,PR
1670,26-06-2024,1764.33,BA
1671,2024-11-10,3334.75,PR
1672,11-06-2024,4018.91,MG
1673,03/11/2024,2308.35,SP
1674,22/08/2024,2752.4,MG
1675,06-10-2024,618.85,ba
1676,2024-09-02,695.83,sp
1677,22/03/2024,3618.12,am
1678,16/09/2024,4612.14,RJ
1679,2024-06-25,2807.39,RS
1680,10-07-2024,531.52,RS
1681,13/02/2024,2984.28,mg
1682,2024-11-17,2616.63,rj
1683,09/05/2024,4598.79,sp
1684,23/10/2024,4995.32,PR
1685,2024-10-18,3351.58,RJ
1686,04/09/2024,4308.64,sc
1687,2024-04-12,3561.99,BA
1688,2024-02-10,4566.36,pr
1689,2024-01-12,3545.55,BA
1690,16/05/2024,1076.3,RJ
1691,24/09/2024,3125.18,AM
1692,07-08-2024,2748.82,AM
1693,2024-09-23,2726.49,SC
1694,20-06-2024,3508.76,SC
1695,2024-11-07,3915.07,PR
1696,02/02/2024,4618.68,rs
1697,2024-04-30,2845.66,SC
1698,20/11/2024,2436.02,BA
1699,16/04/2024,4770.82,SP
1700,2024-08-17,84.05,BA
1701,30/04/2024,1282.03,RJ
1702,2024-07-14,3655.15,pr
1703,2024-09-24,4274.62,ba
1704,2024-12-15,2231.4,am
1705,07-06-2024,3165.08,SP
1706,22-08-2024,1115.74,SC
1707,13-08-2024,4427.7,sc
1708,05-11-2024,1147.29,RS
1709,2024-10-02,2509.97,am
1710,2024-09-11,3931.89,BA
1711,03-02-2024,2974.46,RS
1712,2024-09-26,4439.22,sc
1713,2024-02-02,1430.41,BA
1714,23/11/2024,2118.07,am
1715,23/08/2024,,SP
1716,18/02/2024,1331.31,SC
1717,2024-03-30,3089.85,AM
1718,02-11-2024,4147.7,PR
1719,2024-01-05,3078.61,RJ
1720,27/12/2024,4267.24,sc
1721,2024-06-17,4238.85,am
1722,2024-03-10,,AM
1723,2024-08-13,1095.42,ba
1724,25/12/2024,1966.56,RJ
1725,15-11-2024,2228.99,pr
1726,2024-01-18,4539.9,sp
1727,27-09-2024,4065.14,SC
1728,17-07-2024,2099.64,BA
1729,2024-04-17,4343.16,SC
1730,2024-04-21,3948.77,am
1731,13/05/2024,1812.11,MG
1732,24-08-2024,2378.58,pr
1733,11/08/2024,2391.73,SC
1734,10/01/2024,443.41,ba
1735,16-07-2024,482.21,RS
1736,28/09/2024,2594.67,RJ
1737,2024-08-28,447.58,BA
1738,30/08/2024,1118.09,AM
1739,12/09/2024,2225.46,MG
1740,21-12-2024,3305.88,MG
1741,01-03-2024,2380.22,RJ
1742,18-08-2024,2517.49,BA
1743,06-07-2024,,pr
1744,2024-09-03,354.92,RS
1745,21/10/2024,2185.44,BA
1746,2024-01-05,2120.01,pr
1747,2024-07-29,3719.07,RS
1748,10-11-2024,277.93,MG
1749,23/10/2024,3602.86,SP
1750,04/07/2024,928.02,BA
1751,11/03/2024,2189.61,SC
1752,17/01/2024,91.43,sc
1753,04-03-2024,2011.13,mg
1754,09-11-2024,1455.37,AM
1755,28-04-2024,4202.91,RJ
1756,11/07/2024,906.55,SP
1757,05-03-2024,3326.72,RJ
1758,23-04-2024,1161.08,AM
1759,16/08/2024,931.33,MG
1760,26/02/2024,4008.18,MG
1761,2024-09-19,3459.28,RS
1762,16-12-2024,4564.6,pr
1763,2024-02-28,4710.91,mg
1764,19-01-2024,4644.87,sp
1765,20/10/2024,2501.44,SC
1766,04-10-2024,65.96,BA
1767,2024-11-10,1945.72,RJ
1768,01-04-2024,1324.34,sc
1769,09/04/2024,2816.08,SC
1770,17-09-2024,4042.04,am
1771,29/05/2024,2324.18,sc
1772,07-10-2024,1760.88,sp
1773,18-11-2024,2059.47,BA
1774,30/12/2024,4347.35,AM
1775,29-08-2024,4907.91,ba
1776,2024-03-15,4304.93,BA
1777,10/04/2024,1538.88,rs
1778,2024-07-16,4343.15,SC
1779,30-06-2024,881.29,AM
1780,14/04/2024,682.17,AM
1781,29-10-2024,1534.25,AM
1782,12/12/2024,3588.83,SC
1783,21-11-2024,2823.9,am
1784,04/04/2024,1735.45,PR
1785,17/07/2024,,AM
1786,24-01-2024,,AM
1787,20/08/2024,319.71,AM
1788,28-06-2024,3770.74,MG
1789,22-04-2024,505.6,am
